date,zone,demand_mw,loadshed_mw
2026-03-21,Comilla,927,0
2026-03-21,Dhaka,2272,0
2026-03-21,Khulna,1059,0
2026-03-21,Mymensingh,734,0
2026-03-21,Rajshahi,756,0
2026-03-21,Rangpur,510,0
2026-03-21,Sylhet,385,0
2026-03-22,Barisal,319,0
2026-03-22,Chittagong,1042,0
2026-03-22,Comilla,959,0
2026-03-22,Dhaka,2273,0
2026-03-22,Khulna,1162,0
2026-03-22,Mymensingh,833,0
2026-03-22,Rajshahi,927,0
2026-03-22,Rangpur,625,0
2026-03-22,Sylhet,379,0
2026-03-23,Barisal,341,0
2026-03-23,Chittagong,1188,0
2026-03-23,Comilla,1018,0
2026-03-23,Dhaka,2516,0
2026-03-23,Khulna,1320,0
2026-03-23,Mymensingh,911,0
2026-03-23,Rajshahi,1047,0
2026-03-23,Rangpur,677,0
2026-03-23,Sylhet,405,0
2026-03-24,Barisal,385,0
2026-03-24,Chittagong,1252,0
2026-03-24,Comilla,1166,0
2026-03-24,Dhaka,3016,0
2026-03-24,Khulna,1521,0
2026-03-24,Mymensingh,714,0
2026-03-24,Rajshahi,1210,0
2026-03-24,Rangpur,596,0
2026-03-24,Sylhet,381,0
2026-03-25,Barisal,428,0
2026-03-25,Chittagong,1292,0
2026-03-25,Comilla,1182,0
2026-03-25,Dhaka,2554,0
2026-03-25,Khulna,1697,0
2026-03-25,Mymensingh,891,0
2026-03-25,Rajshahi,1276,0
2026-03-25,Rangpur,770,0
2026-03-25,Sylhet,482,0
2026-03-26,Barisal,403,0
2026-03-26,Chittagong,1381,0
2026-03-26,Comilla,1271,0
2026-03-26,Dhaka,3386,0
2026-03-26,Khulna,1605,0
2026-03-26,Mymensingh,1071,0
2026-03-26,Rajshahi,1371,0
2026-03-26,Rangpur,819,0
2026-03-26,Sylhet,514,0
2026-03-27,Barisal,435,0
2026-03-27,Chittagong,1384,0
2026-03-27,Comilla,1326,0
2026-03-27,Dhaka,3729,0
2026-03-27,Khulna,1708,0
2026-03-27,Mymensingh,948,0
2026-03-27,Rajshahi,1426,0
2026-03-27,Rangpur,803,0
2026-03-27,Sylhet,503,0
2026-03-28,Barisal,398,0
2026-03-28,Chittagong,1329,0
2026-03-28,Comilla,1272,0
2026-03-28,Dhaka,4261,0
2026-03-28,Khulna,1628,0
2026-03-28,Mymensingh,926,0
2026-03-28,Rajshahi,1089,0
2026-03-28,Rangpur,742,0
2026-03-28,Sylhet,420,0
2026-03-29,Barisal,435,0
2026-03-29,Chittagong,1363,0
2026-03-29,Comilla,1329,0
2026-03-29,Dhaka,4674,0
2026-03-29,Khulna,1496,0
2026-03-29,Mymensingh,1056,0
2026-03-29,Rajshahi,1237,0
2026-03-29,Rangpur,774,0
2026-03-29,Sylhet,453,0
2026-03-30,Barisal,432,15
2026-03-30,Chittagong,1457,0
2026-03-30,Comilla,1322,0
2026-03-30,Dhaka,4447,20
2026-03-30,Khulna,1745,30
2026-03-30,Mymensingh,1013,20
2026-03-30,Rajshahi,1198,0
2026-03-30,Rangpur,739,15
2026-03-30,Sylhet,408,0
2026-03-31,Barisal,449,0
2026-03-31,Chittagong,1354,0
2026-03-31,Comilla,1172,8
2026-03-31,Dhaka,5048,0
2026-03-31,Khulna,1695,0
2026-03-31,Mymensingh,1108,31
2026-03-31,Rajshahi,1347,0
2026-03-31,Rangpur,818,0
2026-03-31,Sylhet,447,0
2026-04-01,Barisal,462,0
2026-04-01,Chittagong,1512,0
2026-04-01,Comilla,1490,0
2026-04-01,Dhaka,4662,0
2026-04-01,Khulna,1901,0
2026-04-01,Mymensingh,966,0
2026-04-01,Rajshahi,1402,0
2026-04-01,Rangpur,886,0
2026-04-01,Sylhet,508,0
2026-04-02,Barisal,480,0
2026-04-02,Chittagong,1462,92
2026-04-02,Comilla,1514,15
2026-04-02,Dhaka,5409,24
2026-04-02,Khulna,1780,176
2026-04-02,Mymensingh,1150,43
2026-04-02,Rajshahi,1514,82
2026-04-02,Rangpur,944,80
2026-04-02,Sylhet,547,0
2026-04-03,Barisal,473,0
2026-04-03,Chittagong,1427,35
2026-04-03,Comilla,1505,94
2026-04-03,Dhaka,4987,40
2026-04-03,Khulna,1827,185
2026-04-03,Mymensingh,1176,75
2026-04-03,Rajshahi,1606,85
2026-04-03,Rangpur,865,30
2026-04-03,Sylhet,591,0
2026-04-04,Barisal,457,30
2026-04-04,Chittagong,1555,17
2026-04-04,Comilla,1527,70
2026-04-04,Dhaka,5456,40
2026-04-04,Khulna,1915,160
2026-04-04,Mymensingh,1245,160
2026-04-04,Rajshahi,1576,90
2026-04-04,Rangpur,949,100
2026-04-04,Sylhet,532,60
2026-04-05,Barisal,402,40
2026-04-05,Chittagong,1429,50
2026-04-05,Comilla,1429,90
2026-04-05,Dhaka,5140,137
2026-04-05,Khulna,1691,80
2026-04-05,Mymensingh,1108,170
2026-04-05,Rajshahi,1493,70
2026-04-05,Rangpur,869,40
2026-04-05,Sylhet,468,60
2026-04-06,Barisal,429,60
2026-04-06,Chittagong,1449,50
2026-04-06,Comilla,1434,120
2026-04-06,Dhaka,5237,220
2026-04-06,Khulna,1751,170
2026-04-06,Mymensingh,1121,165
2026-04-06,Rajshahi,1481,70
2026-04-06,Rangpur,896,86
2026-04-06,Sylhet,500,55
2026-04-07,Barisal,244,0
2026-04-07,Chittagong,1293,35
2026-04-07,Comilla,1373,100
2026-04-07,Dhaka,5432,11
2026-04-07,Khulna,1564,0
2026-04-07,Mymensingh,882,85
2026-04-07,Rajshahi,849,0
2026-04-07,Rangpur,955,0
2026-04-07,Sylhet,533,70
2026-04-08,Barisal,414,18
2026-04-08,Chittagong,1468,120
2026-04-08,Comilla,1376,80
2026-04-08,Dhaka,4989,194
2026-04-08,Khulna,1493,35
2026-04-08,Mymensingh,1117,120
2026-04-08,Rajshahi,1369,34
2026-04-08,Rangpur,872,38
2026-04-08,Sylhet,498,72
2026-04-09,Barisal,352,0
2026-04-09,Chittagong,1237,0
2026-04-09,Comilla,1125,0
2026-04-09,Dhaka,4853,0
2026-04-09,Khulna,1444,0
2026-04-09,Mymensingh,1128,140
2026-04-09,Rajshahi,1457,0
2026-04-09,Rangpur,908,0
2026-04-09,Sylhet,494,0
2026-04-10,Barisal,397,0
2026-04-10,Chittagong,1397,0
2026-04-10,Comilla,1241,0
2026-04-10,Dhaka,4389,0
2026-04-10,Khulna,1479,0
2026-04-10,Mymensingh,1001,35
2026-04-10,Rajshahi,1327,0
2026-04-10,Rangpur,757,0
2026-04-10,Sylhet,419,0
2026-04-11,Barisal,431,35
2026-04-11,Chittagong,1508,0
2026-04-11,Comilla,1395,80
2026-04-11,Dhaka,5117,0
2026-04-11,Khulna,1650,100
2026-04-11,Mymensingh,1067,50
2026-04-11,Rajshahi,1431,60
2026-04-11,Rangpur,792,30
2026-04-11,Sylhet,517,51
2026-04-12,Barisal,480,0
2026-04-12,Chittagong,1552,90
2026-04-12,Comilla,1499,114
2026-04-12,Dhaka,5282,155
2026-04-12,Khulna,1757,130
2026-04-12,Mymensingh,1130,168
2026-04-12,Rajshahi,1537,131
2026-04-12,Rangpur,855,72
2026-04-12,Sylhet,531,50
2026-04-13,Barisal,446,72
2026-04-13,Chittagong,1376,80
2026-04-13,Comilla,1436,110
2026-04-13,Dhaka,5507,190
2026-04-13,Khulna,1751,155
2026-04-13,Mymensingh,1123,130
2026-04-13,Rajshahi,1623,110
2026-04-13,Rangpur,872,106
2026-04-13,Sylhet,460,55
2026-04-14,Barisal,454,55
2026-04-14,Chittagong,1473,75
2026-04-14,Comilla,1509,85
2026-04-14,Dhaka,4918,112
2026-04-14,Khulna,1832,124
2026-04-14,Mymensingh,1102,40
2026-04-14,Rajshahi,1626,86
2026-04-14,Rangpur,867,63
2026-04-14,Sylhet,522,48
2026-04-15,Barisal,436,95
2026-04-15,Chittagong,1487,120
2026-04-15,Comilla,1446,210
2026-04-15,Dhaka,5646,360
2026-04-15,Khulna,1804,319
2026-04-15,Mymensingh,1016,80
2026-04-15,Rajshahi,1661,195
2026-04-15,Rangpur,868,78
2026-04-15,Sylhet,479,25
2026-04-16,Barisal,411,0
2026-04-16,Chittagong,1528,35
2026-04-16,Comilla,1511,103
2026-04-16,Dhaka,5564,10
2026-04-16,Khulna,1654,0
2026-04-16,Mymensingh,1042,98
2026-04-16,Rajshahi,1588,145
2026-04-16,Rangpur,891,90
2026-04-16,Sylhet,609,0
2026-04-17,Barisal,440,45
2026-04-17,Chittagong,1474,100
2026-04-17,Comilla,1479,120
2026-04-17,Dhaka,5284,0
2026-04-17,Khulna,1816,210
2026-04-17,Mymensingh,1113,150
2026-04-17,Rajshahi,1592,145
2026-04-17,Rangpur,979,120
2026-04-17,Sylhet,566,50
2026-04-18,Barisal,488,0
2026-04-18,Chittagong,1520,95
2026-04-18,Comilla,1488,110
2026-04-18,Dhaka,5618,0
2026-04-18,Khulna,1899,145
2026-04-18,Mymensingh,1119,100
2026-04-18,Rajshahi,1601,110
2026-04-18,Rangpur,615,53
2026-04-18,Sylhet,610,30
2026-04-19,Barisal,451,48
2026-04-19,Chittagong,1546,92
2026-04-19,Comilla,1575,123
2026-04-19,Dhaka,5872,276
2026-04-19,Khulna,1963,167
2026-04-19,Mymensingh,1135,156
2026-04-19,Rajshahi,1667,124
2026-04-19,Rangpur,883,76
2026-04-19,Sylhet,558,85
2026-04-20,Barisal,480,77
2026-04-20,Chittagong,1546,50
2026-04-20,Comilla,1527,206
2026-04-20,Dhaka,5829,113
2026-04-20,Khulna,1909,257
2026-04-20,Mymensingh,1222,213
2026-04-20,Rajshahi,1795,86
2026-04-20,Rangpur,936,118
2026-04-20,Sylhet,573,76
2026-04-21,Barisal,491,83
2026-04-21,Chittagong,1495,161
2026-04-21,Comilla,1602,210
2026-04-21,Dhaka,5890,390
2026-04-21,Khulna,1920,220
2026-04-21,Mymensingh,1254,293
2026-04-21,Rajshahi,1765,223
2026-04-21,Rangpur,952,155
2026-04-21,Sylhet,555,105
2026-04-22,Barisal,468,60
2026-04-22,Chittagong,1588,250
2026-04-22,Comilla,1575,220
2026-04-22,Dhaka,6017,450
2026-04-22,Khulna,1977,380
2026-04-22,Mymensingh,1070,180
2026-04-22,Rajshahi,1808,280
2026-04-22,Rangpur,1002,166
2026-04-22,Sylhet,576,100
2026-04-23,Barisal,523,110
2026-04-23,Chittagong,1484,220
2026-04-23,Comilla,1576,250
2026-04-23,Dhaka,5871,390
2026-04-23,Khulna,2018,335
2026-04-23,Mymensingh,1278,260
2026-04-23,Rajshahi,1752,240
2026-04-23,Rangpur,1010,160
2026-04-23,Sylhet,551,0
2026-04-24,Barisal,449,50
2026-04-24,Chittagong,1443,180
2026-04-24,Comilla,1599,240
2026-04-24,Dhaka,5440,348
2026-04-24,Khulna,1920,320
2026-04-24,Mymensingh,1265,260
2026-04-24,Rajshahi,1694,180
2026-04-24,Rangpur,1006,160
2026-04-24,Sylhet,580,80
2026-04-25,Barisal,523,110
2026-04-25,Chittagong,1484,220
2026-04-25,Comilla,1576,250
2026-04-25,Dhaka,5871,390
2026-04-25,Khulna,2018,335
2026-04-25,Mymensingh,1278,260
2026-04-25,Rajshahi,1752,240
2026-04-25,Rangpur,1010,160
2026-04-25,Sylhet,551,0
2026-04-26,Barisal,448,0
2026-04-26,Chittagong,1094,0
2026-04-26,Comilla,466,0
2026-04-26,Dhaka,4599,0
2026-04-26,Khulna,1661,0
2026-04-26,Mymensingh,807,0
2026-04-26,Rajshahi,1182,0
2026-04-26,Rangpur,638,0
2026-04-26,Sylhet,251,0
2026-04-27,Barisal,457,0
2026-04-27,Chittagong,1398,0
2026-04-27,Comilla,1141,0
2026-04-27,Dhaka,4867,0
2026-04-27,Khulna,1831,0
2026-04-27,Mymensingh,775,0
2026-04-27,Rajshahi,1166,0
2026-04-27,Rangpur,674,0
2026-04-27,Sylhet,228,0
2026-04-28,Barisal,171,0
2026-04-28,Chittagong,944,0
2026-04-28,Comilla,859,0
2026-04-28,Dhaka,4746,0
2026-04-28,Khulna,1459,0
2026-04-28,Mymensingh,901,0
2026-04-28,Rajshahi,1231,0
2026-04-28,Rangpur,747,0
2026-04-28,Sylhet,365,0
2026-04-30,Barisal,361,0
2026-04-30,Chittagong,1374,0
2026-04-30,Comilla,1055,0
2026-04-30,Dhaka,4721,0
2026-04-30,Khulna,1587,0
2026-04-30,Mymensingh,950,0
2026-04-30,Rajshahi,1238,0
2026-04-30,Rangpur,772,0
2026-04-30,Sylhet,429,0
2026-05-01,Barisal,376,0
2026-05-01,Chittagong,998,0
2026-05-01,Comilla,1027,0
2026-05-01,Dhaka,3577,0
2026-05-01,Khulna,1415,0
2026-05-01,Mymensingh,896,0
2026-05-01,Rajshahi,1059,0
2026-05-01,Rangpur,678,0
2026-05-01,Sylhet,374,0
2026-05-02,Barisal,186,0
2026-05-02,Chittagong,921,0
2026-05-02,Comilla,930,0
2026-05-02,Dhaka,4480,0
2026-05-02,Khulna,1256,0
2026-05-02,Mymensingh,864,0
2026-05-02,Rajshahi,1196,0
2026-05-02,Rangpur,691,0
2026-05-02,Sylhet,382,0
2026-05-03,Barisal,340,0
2026-05-03,Chittagong,1301,0
2026-05-03,Comilla,1012,0
2026-05-03,Dhaka,4943,0
2026-05-03,Khulna,1601,0
2026-05-03,Mymensingh,1013,0
2026-05-03,Rajshahi,1371,0
2026-05-03,Rangpur,799,0
2026-05-03,Sylhet,447,0
2026-05-04,Barisal,346,0
2026-05-04,Chittagong,1469,0
2026-05-04,Comilla,1185,0
2026-05-04,Dhaka,5055,0
2026-05-04,Khulna,1552,0
2026-05-04,Mymensingh,1015,0
2026-05-04,Rajshahi,1414,0
2026-05-04,Rangpur,904,0
2026-05-04,Sylhet,457,0
2026-05-05,Barisal,437,0
2026-05-05,Chittagong,1497,0
2026-05-05,Comilla,1187,0
2026-05-05,Dhaka,5118,15
2026-05-05,Khulna,1774,0
2026-05-05,Mymensingh,1143,109
2026-05-05,Rajshahi,1446,0
2026-05-05,Rangpur,950,0
2026-05-05,Sylhet,565,0
2026-05-06,Barisal,419,0
2026-05-06,Chittagong,1540,0
2026-05-06,Comilla,877,0
2026-05-06,Dhaka,4457,0
2026-05-06,Khulna,1425,0
2026-05-06,Mymensingh,797,0
2026-05-06,Rajshahi,1091,0
2026-05-06,Rangpur,696,0
2026-05-06,Sylhet,341,0
2026-05-07,Barisal,406,0
2026-05-07,Chittagong,1440,10
2026-05-07,Comilla,1325,0
2026-05-07,Dhaka,5382,40
2026-05-07,Khulna,1586,20
2026-05-07,Mymensingh,1077,105
2026-05-07,Rajshahi,1397,0
2026-05-07,Rangpur,964,0
2026-05-07,Sylhet,571,0
2026-05-08,Barisal,425,0
2026-05-08,Chittagong,1421,0
2026-05-08,Comilla,1434,0
2026-05-08,Dhaka,4886,0
2026-05-08,Khulna,1644,0
2026-05-08,Mymensingh,1013,0
2026-05-08,Rajshahi,1334,0
2026-05-08,Rangpur,738,0
2026-05-08,Sylhet,600,0
2026-05-09,Barisal,474,0
2026-05-09,Chittagong,1496,0
2026-05-09,Comilla,1471,0
2026-05-09,Dhaka,5672,0
2026-05-09,Khulna,1584,0
2026-05-09,Mymensingh,1132,121
2026-05-09,Rajshahi,1490,0
2026-05-09,Rangpur,944,0
2026-05-09,Sylhet,619,0
2026-05-10,Barisal,433,0
2026-05-10,Chittagong,1525,0
2026-05-10,Comilla,1204,0
2026-05-10,Dhaka,5233,0
2026-05-10,Khulna,1646,0
2026-05-10,Mymensingh,955,45
2026-05-10,Rajshahi,1358,0
2026-05-10,Rangpur,942,0
2026-05-10,Sylhet,475,0
2026-05-11,Barisal,430,0
2026-05-11,Chittagong,1462,16
2026-05-11,Comilla,1300,0
2026-05-11,Dhaka,5233,9
2026-05-11,Khulna,1729,0
2026-05-11,Mymensingh,1002,108
2026-05-11,Rajshahi,1515,0
2026-05-11,Rangpur,1003,0
2026-05-11,Sylhet,537,0
2026-05-12,Barisal,475,0
2026-05-12,Chittagong,1592,45
2026-05-12,Comilla,1457,0
2026-05-12,Dhaka,5693,18
2026-05-12,Khulna,1904,20
2026-05-12,Mymensingh,1158,140
2026-05-12,Rajshahi,1562,0
2026-05-12,Rangpur,972,0
2026-05-12,Sylhet,630,0
2026-05-13,Barisal,391,0
2026-05-13,Chittagong,1499,78
2026-05-13,Comilla,1390,0
2026-05-13,Dhaka,5279,20
2026-05-13,Khulna,1261,0
2026-05-13,Mymensingh,954,46
2026-05-13,Rajshahi,1258,0
2026-05-13,Rangpur,868,0
2026-05-13,Sylhet,482,0
2026-05-14,Barisal,479,0
2026-05-14,Chittagong,1565,75
2026-05-14,Comilla,1378,0
2026-05-14,Dhaka,5804,5
2026-05-14,Khulna,1843,17
2026-05-14,Mymensingh,1137,90
2026-05-14,Rajshahi,1491,0
2026-05-14,Rangpur,973,0
2026-05-14,Sylhet,516,0
2026-05-15,Barisal,494,0
2026-05-15,Chittagong,1472,0
2026-05-15,Comilla,1382,0
2026-05-15,Dhaka,5123,0
2026-05-15,Khulna,1882,0
2026-05-15,Mymensingh,1002,53
2026-05-15,Rajshahi,1451,0
2026-05-15,Rangpur,893,0
2026-05-15,Sylhet,488,0
2026-05-16,Barisal,520,0
2026-05-16,Chittagong,1566,29
2026-05-16,Comilla,1542,0
2026-05-16,Dhaka,6070,0
2026-05-16,Khulna,2030,30
2026-05-16,Mymensingh,1124,140
2026-05-16,Rajshahi,1705,0
2026-05-16,Rangpur,974,0
2026-05-16,Sylhet,581,0
2026-05-17,Barisal,522,0
2026-05-17,Chittagong,1588,60
2026-05-17,Comilla,1556,0
2026-05-17,Dhaka,5883,20
2026-05-17,Khulna,2032,55
2026-05-17,Mymensingh,1122,132
2026-05-17,Rajshahi,1644,0
2026-05-17,Rangpur,861,0
2026-05-17,Sylhet,624,0
2026-05-18,Barisal,511,0
2026-05-18,Chittagong,1512,100
2026-05-18,Comilla,1455,0
2026-05-18,Dhaka,5951,30
2026-05-18,Khulna,1022,0
2026-05-18,Mymensingh,1128,161
2026-05-18,Rajshahi,1392,0
2026-05-18,Rangpur,909,0
2026-05-18,Sylhet,573,0
2026-05-19,Barisal,520,0
2026-05-19,Chittagong,1626,10
2026-05-19,Comilla,1569,16
2026-05-19,Dhaka,6132,33
2026-05-19,Khulna,2011,49
2026-05-19,Mymensingh,1203,197
2026-05-19,Rajshahi,1716,0
2026-05-19,Rangpur,1066,0
2026-05-19,Sylhet,629,0
2026-05-20,Barisal,533,0
2026-05-20,Chittagong,1682,0
2026-05-20,Comilla,1661,40
2026-05-20,Dhaka,6283,70
2026-05-20,Khulna,2120,62
2026-05-20,Mymensingh,1214,220
2026-05-20,Rajshahi,1821,0
2026-05-20,Rangpur,1137,0
2026-05-20,Sylhet,678,0
2026-05-21,Barisal,539,0
2026-05-21,Chittagong,1603,14
2026-05-21,Comilla,1777,106
2026-05-21,Dhaka,6199,136
2026-05-21,Khulna,2152,70
2026-05-21,Mymensingh,1346,304
2026-05-21,Rajshahi,1591,0
2026-05-21,Rangpur,837,0
2026-05-21,Sylhet,669,44
2026-05-22,Barisal,487,0
2026-05-22,Chittagong,1630,13
2026-05-22,Comilla,1616,29
2026-05-22,Dhaka,5344,53
2026-05-22,Khulna,2051,37
2026-05-22,Mymensingh,1262,167
2026-05-22,Rajshahi,1545,0
2026-05-22,Rangpur,963,0
2026-05-22,Sylhet,618,0
2026-05-23,Barisal,535,6
2026-05-23,Chittagong,1632,37
2026-05-23,Comilla,1612,27
2026-05-23,Dhaka,6319,213
2026-05-23,Khulna,1780,6
2026-05-23,Mymensingh,1263,200
2026-05-23,Rajshahi,1682,0
2026-05-23,Rangpur,990,0
2026-05-23,Sylhet,531,0
2026-05-24,Barisal,562,0
2026-05-24,Chittagong,1520,0
2026-05-24,Comilla,1370,21
2026-05-24,Dhaka,5013,68
2026-05-24,Khulna,1712,0
2026-05-24,Mymensingh,1175,102
2026-05-24,Rajshahi,1476,0
2026-05-24,Rangpur,927,0
2026-05-24,Sylhet,545,0
2026-05-25,Barisal,520,0
2026-05-25,Chittagong,1348,0
2026-05-25,Comilla,1198,0
2026-05-25,Dhaka,4403,0
2026-05-25,Khulna,1945,27
2026-05-25,Mymensingh,956,0
2026-05-25,Rajshahi,1436,0
2026-05-25,Rangpur,860,0
2026-05-25,Sylhet,463,0
2026-05-26,Barisal,330,0
2026-05-26,Chittagong,1189,5
2026-05-26,Comilla,1073,0
2026-05-26,Dhaka,3336,0
2026-05-26,Khulna,1491,0
2026-05-26,Mymensingh,908,0
2026-05-26,Rajshahi,1258,0
2026-05-26,Rangpur,874,0
2026-05-26,Sylhet,449,0
2026-05-27,Barisal,305,0
2026-05-27,Chittagong,872,0
2026-05-27,Comilla,946,0
2026-05-27,Dhaka,2821,0
2026-05-27,Khulna,1309,0
2026-05-27,Mymensingh,878,0
2026-05-27,Rajshahi,1186,0
2026-05-27,Rangpur,867,0
2026-05-27,Sylhet,431,0
2026-05-28,Barisal,474,0
2026-05-28,Chittagong,1149,0
2026-05-28,Comilla,1522,14
2026-05-28,Dhaka,3346,0
2026-05-28,Khulna,1492,0
2026-05-28,Mymensingh,1046,0
2026-05-28,Rajshahi,1460,0
2026-05-28,Rangpur,885,0
2026-05-28,Sylhet,555,0
2026-05-29,Barisal,250,0
2026-05-29,Chittagong,1312,0
2026-05-29,Comilla,1281,0
2026-05-29,Dhaka,3199,0
2026-05-29,Khulna,1011,0
2026-05-29,Mymensingh,952,0
2026-05-29,Rajshahi,1040,0
2026-05-29,Rangpur,818,0
2026-05-29,Sylhet,615,0
2026-05-30,Barisal,496,0
2026-05-30,Chittagong,1446,0
2026-05-30,Comilla,1557,12
2026-05-30,Dhaka,3540,0
2026-05-30,Khulna,1799,0
2026-05-30,Mymensingh,1215,0
2026-05-30,Rajshahi,1501,0
2026-05-30,Rangpur,997,0
2026-05-30,Sylhet,612,0
2026-05-31,Barisal,529,0
2026-05-31,Chittagong,1342,0
2026-05-31,Comilla,1569,3
2026-05-31,Dhaka,3795,0
2026-05-31,Khulna,1948,0
2026-05-31,Mymensingh,1289,33
2026-05-31,Rajshahi,1609,0
2026-05-31,Rangpur,1031,0
2026-05-31,Sylhet,680,11
2026-06-01,Barisal,568,0
2026-06-01,Chittagong,1384,0
2026-06-01,Comilla,1628,16
2026-06-01,Dhaka,4333,0
2026-06-01,Khulna,2110,0
2026-06-01,Mymensingh,1318,121
2026-06-01,Rajshahi,1721,0
2026-06-01,Rangpur,1046,0
2026-06-01,Sylhet,684,9
2026-06-03,Barisal,557,3
2026-06-03,Chittagong,1530,5
2026-06-03,Comilla,1679,15
2026-06-03,Dhaka,5082,13
2026-06-03,Khulna,2156,0
2026-06-03,Mymensingh,1434,355
2026-06-03,Rajshahi,1540,0
2026-06-03,Rangpur,1068,0
2026-06-03,Sylhet,699,10
2026-06-04,Barisal,568,4
2026-06-04,Chittagong,1591,9
2026-06-04,Comilla,1640,16
2026-06-04,Dhaka,5087,12
2026-06-04,Khulna,1645,0
2026-06-04,Mymensingh,1378,308
2026-06-04,Rajshahi,1385,0
2026-06-04,Rangpur,803,0
2026-06-04,Sylhet,637,10
2026-06-05,Barisal,486,0
2026-06-05,Chittagong,1496,10
2026-06-05,Comilla,1439,0
2026-06-05,Dhaka,4435,12
2026-06-05,Khulna,1881,0
2026-06-05,Mymensingh,1321,247
2026-06-05,Rajshahi,1590,0
2026-06-05,Rangpur,1038,0
2026-06-05,Sylhet,622,0
2026-06-06,Barisal,512,0
2026-06-06,Chittagong,1587,7
2026-06-06,Comilla,1580,2
2026-06-06,Dhaka,4908,19
2026-06-06,Khulna,1731,0
2026-06-06,Mymensingh,1403,340
2026-06-06,Rajshahi,1516,0
2026-06-06,Rangpur,1089,0
2026-06-06,Sylhet,703,10
2026-06-07,Barisal,499,0
2026-06-07,Chittagong,1562,8
2026-06-07,Comilla,1600,8
2026-06-07,Dhaka,5517,130
2026-06-07,Khulna,1797,0
2026-06-07,Mymensingh,1298,231
2026-06-07,Rajshahi,1584,0
2026-06-07,Rangpur,1146,15
2026-06-07,Sylhet,519,17
2026-06-08,Barisal,476,0
2026-06-08,Chittagong,1505,8
2026-06-08,Comilla,1546,0
2026-06-08,Dhaka,6006,150
2026-06-08,Khulna,1760,0
2026-06-08,Mymensingh,1506,476
2026-06-08,Rajshahi,1674,0
2026-06-08,Rangpur,848,15
2026-06-08,Sylhet,611,0
2026-06-09,Barisal,351,0
2026-06-09,Chittagong,1520,0
2026-06-09,Comilla,1131,0
2026-06-09,Dhaka,5444,0
2026-06-09,Khulna,1487,0
2026-06-09,Mymensingh,1253,179
2026-06-09,Rajshahi,1485,0
2026-06-09,Rangpur,1013,0
2026-06-09,Sylhet,533,0
2026-06-10,Barisal,465,0
2026-06-10,Chittagong,1498,0
2026-06-10,Comilla,1458,0
2026-06-10,Dhaka,5411,9
2026-06-10,Khulna,1678,0
2026-06-10,Mymensingh,1253,173
2026-06-10,Rajshahi,1468,0
2026-06-10,Rangpur,1002,0
2026-06-10,Sylhet,556,0
2026-06-11,Barisal,500,0
2026-06-11,Chittagong,1491,0
2026-06-11,Comilla,1550,0
2026-06-11,Dhaka,5535,172
2026-06-11,Khulna,1587,0
2026-06-11,Mymensingh,1305,295
2026-06-11,Rajshahi,1391,0
2026-06-11,Rangpur,937,0
2026-06-11,Sylhet,653,0
2026-06-12,Barisal,512,0
2026-06-12,Chittagong,1371,0
2026-06-12,Comilla,1382,0
2026-06-12,Dhaka,5022,3
2026-06-12,Khulna,1907,33
2026-06-12,Mymensingh,1319,347
2026-06-12,Rajshahi,1558,0
2026-06-12,Rangpur,1009,16
2026-06-12,Sylhet,631,0
2026-06-13,Barisal,560,130
2026-06-13,Chittagong,1475,23
2026-06-13,Comilla,1580,197
2026-06-13,Dhaka,5635,220
2026-06-13,Khulna,2020,280
2026-06-13,Mymensingh,1318,269
2026-06-13,Rajshahi,1553,124
2026-06-13,Rangpur,1116,171
2026-06-13,Sylhet,690,102
2026-06-14,Barisal,507,34
2026-06-14,Chittagong,1462,83
2026-06-14,Comilla,1601,201
2026-06-14,Dhaka,5868,403
2026-06-14,Khulna,2123,297
2026-06-14,Mymensingh,1409,310
2026-06-14,Rajshahi,1819,361
2026-06-14,Rangpur,1098,247
2026-06-14,Sylhet,669,114
2026-06-15,Barisal,515,93
2026-06-15,Chittagong,1580,120
2026-06-15,Comilla,1613,245
2026-06-15,Dhaka,5797,250
2026-06-15,Khulna,2016,210
2026-06-15,Mymensingh,1408,314
2026-06-15,Rajshahi,1602,209
2026-06-15,Rangpur,1118,181
2026-06-15,Sylhet,652,81
2026-06-16,Barisal,583,142
2026-06-16,Chittagong,1583,186
2026-06-16,Comilla,1718,398
2026-06-16,Dhaka,5839,439
2026-06-16,Khulna,2077,464
2026-06-16,Mymensingh,1485,448
2026-06-16,Rajshahi,1687,360
2026-06-16,Rangpur,1172,306
2026-06-16,Sylhet,643,103
2026-06-17,Barisal,553,97
2026-06-17,Chittagong,1629,129
2026-06-17,Comilla,1504,214
2026-06-17,Dhaka,5928,112
2026-06-17,Khulna,2216,475
2026-06-17,Mymensingh,1373,316
2026-06-17,Rajshahi,1706,229
2026-06-17,Rangpur,1186,195
2026-06-17,Sylhet,594,20
2026-06-18,Barisal,459,0
2026-06-18,Chittagong,1560,0
2026-06-18,Comilla,1420,37
2026-06-18,Dhaka,5451,0
2026-06-18,Khulna,1384,0
2026-06-18,Mymensingh,1141,29
2026-06-18,Rajshahi,1391,0
2026-06-18,Rangpur,1011,0
2026-06-18,Sylhet,566,0
2026-06-19,Barisal,497,0
2026-06-19,Chittagong,1434,0
2026-06-19,Comilla,1440,0
2026-06-19,Dhaka,5107,0
2026-06-19,Khulna,1718,0
2026-06-19,Mymensingh,1254,95
2026-06-19,Rajshahi,1549,0
